Energy	Counts
0.032999999821186066	0.0
0.13199999928474426	0.0
0.16500000655651093	1.0
0.1979999989271164	0.0
0.23100000619888306	0.0
0.2639999985694885	1.0
0.296999990940094	1.0
0.33000001311302185	0.0
0.3630000054836273	2.0
0.3959999978542328	3.0
0.42899999022483826	1.0
0.4620000123977661	1.0
0.4950000047683716	0.0
0.527999997138977	1.0
0.5609999895095825	3.0
0.593999981880188	1.0
0.6269999742507935	1.0
0.6600000262260437	0.0
0.6930000185966492	2.0
0.7260000109672546	0.0
0.7919999957084656	0.0
0.824999988079071	2.0
0.8579999804496765	3.0
0.890999972820282	2.0
0.9240000247955322	0.0
0.9570000171661377	5.0
0.9900000095367432	2.0
1.0230000019073486	2.0
1.055999994277954	4.0
1.0889999866485596	2.0
1.121999979019165	0.0
1.1549999713897705	1.0
1.187999963760376	2.0
1.2209999561309814	0.0
1.253999948501587	1.0
1.2869999408721924	2.0
1.3200000524520874	1.0
1.3530000448226929	6.0
1.3860000371932983	0.0
1.4190000295639038	5.0
1.4520000219345093	4.0
1.4850000143051147	2.0
1.5180000066757202	6.0
1.5509999990463257	1.0
1.5839999914169312	5.0
1.6169999837875366	2.0
1.649999976158142	2.0
1.6829999685287476	3.0
1.715999960899353	4.0
1.7489999532699585	2.0
1.781999945640564	2.0
1.815000057220459	3.0
1.8480000495910645	4.0
1.88100004196167	2.0
1.9140000343322754	6.0
1.9470000267028809	2.0
1.9800000190734863	4.0
2.013000011444092	8.0
2.0460000038146973	7.0
2.0789999961853027	4.0
2.111999988555908	8.0
2.1449999809265137	7.0
2.177999973297119	3.0
2.2109999656677246	2.0
2.24399995803833	2.0
2.2769999504089355	5.0
2.309999942779541	1.0
2.3429999351501465	7.0
2.375999927520752	5.0
2.4089999198913574	9.0
2.441999912261963	5.0
2.4749999046325684	9.0
2.507999897003174	9.0
2.5409998893737793	5.0
2.5739998817443848	10.0
2.6070001125335693	10.0
2.640000104904175	11.0
2.6730000972747803	7.0
2.7060000896453857	8.0
2.739000082015991	15.0
2.7720000743865967	16.0
2.805000066757202	16.0
2.8380000591278076	7.0
2.871000051498413	14.0
2.9040000438690186	11.0
2.937000036239624	17.0
2.9700000286102295	8.0
3.003000020980835	9.0
3.0360000133514404	10.0
3.069000005722046	17.0
3.1019999980926514	15.0
3.134999990463257	9.0
3.1679999828338623	12.0
3.2009999752044678	16.0
3.2339999675750732	18.0
3.2669999599456787	12.0
3.299999952316284	20.0
3.3329999446868896	15.0
3.365999937057495	24.0
3.3989999294281006	24.0
3.431999921798706	19.0
3.4649999141693115	22.0
3.497999906539917	22.0
3.5309998989105225	24.0
3.563999891281128	38.0
3.5969998836517334	33.0
3.630000114440918	40.0
3.6630001068115234	32.0
3.696000099182129	39.0
3.7290000915527344	48.0
3.76200008392334	58.0
3.7950000762939453	76.0
3.828000068664551	66.0
3.8610000610351562	95.0
3.8940000534057617	117.0
3.927000045776367	159.0
3.9600000381469727	174.0
3.993000030517578	157.0
4.026000022888184	246.0
4.059000015258789	300.0
4.0920000076293945	399.0
4.125	469.0
4.1579999923706055	604.0
4.190999984741211	652.0
4.223999977111816	643.0
4.256999969482422	783.0
4.289999961853027	783.0
4.322999954223633	722.0
4.355999946594238	723.0
4.388999938964844	669.0
4.421999931335449	578.0
4.454999923706055	449.0
4.48799991607666	256.0
4.520999908447266	167.0
4.553999900817871	58.0
4.586999893188477	17.0
4.619999885559082	4.0
4.6529998779296875	1.0
4.685999870300293	0.0
