Energy	Counts
0.032999999821186066	1.0
0.06599999964237213	1.0
0.0989999994635582	2.0
0.13199999928474426	4.0
0.16500000655651093	3.0
0.1979999989271164	2.0
0.23100000619888306	2.0
0.2639999985694885	1.0
0.296999990940094	2.0
0.33000001311302185	6.0
0.3630000054836273	4.0
0.3959999978542328	3.0
0.42899999022483826	4.0
0.4620000123977661	2.0
0.4950000047683716	1.0
0.527999997138977	1.0
0.5609999895095825	4.0
0.593999981880188	5.0
0.6269999742507935	2.0
0.6600000262260437	1.0
0.6930000185966492	3.0
0.7260000109672546	6.0
0.7590000033378601	1.0
0.7919999957084656	1.0
0.824999988079071	5.0
0.8579999804496765	7.0
0.890999972820282	5.0
0.9240000247955322	2.0
0.9570000171661377	8.0
0.9900000095367432	8.0
1.0230000019073486	4.0
1.055999994277954	7.0
1.0889999866485596	7.0
1.121999979019165	3.0
1.1549999713897705	2.0
1.187999963760376	5.0
1.2209999561309814	3.0
1.253999948501587	4.0
1.2869999408721924	4.0
1.3200000524520874	6.0
1.3530000448226929	10.0
1.3860000371932983	4.0
1.4190000295639038	13.0
1.4520000219345093	10.0
1.4850000143051147	7.0
1.5180000066757202	11.0
1.5509999990463257	7.0
1.5839999914169312	11.0
1.6169999837875366	9.0
1.649999976158142	8.0
1.6829999685287476	7.0
1.715999960899353	9.0
1.7489999532699585	5.0
1.781999945640564	9.0
1.815000057220459	9.0
1.8480000495910645	15.0
1.88100004196167	10.0
1.9140000343322754	11.0
1.9470000267028809	14.0
1.9800000190734863	10.0
2.013000011444092	17.0
2.0460000038146973	20.0
2.0789999961853027	14.0
2.111999988555908	14.0
2.1449999809265137	12.0
2.177999973297119	10.0
2.2109999656677246	11.0
2.24399995803833	11.0
2.2769999504089355	16.0
2.309999942779541	14.0
2.3429999351501465	19.0
2.375999927520752	21.0
2.4089999198913574	19.0
2.441999912261963	19.0
2.4749999046325684	26.0
2.507999897003174	26.0
2.5409998893737793	20.0
2.5739998817443848	27.0
2.6070001125335693	24.0
2.640000104904175	26.0
2.6730000972747803	19.0
2.7060000896453857	24.0
2.739000082015991	34.0
2.7720000743865967	35.0
2.805000066757202	32.0
2.8380000591278076	27.0
2.871000051498413	37.0
2.9040000438690186	35.0
2.937000036239624	42.0
2.9700000286102295	26.0
3.003000020980835	40.0
3.0360000133514404	36.0
3.069000005722046	50.0
3.1019999980926514	58.0
3.134999990463257	56.0
3.1679999828338623	41.0
3.2009999752044678	58.0
3.2339999675750732	57.0
3.2669999599456787	58.0
3.299999952316284	75.0
3.3329999446868896	77.0
3.365999937057495	103.0
3.3989999294281006	103.0
3.431999921798706	105.0
3.4649999141693115	111.0
3.497999906539917	151.0
3.5309998989105225	144.0
3.563999891281128	192.0
3.5969998836517334	240.0
3.630000114440918	260.0
3.6630001068115234	296.0
3.696000099182129	413.0
3.7290000915527344	495.0
3.76200008392334	549.0
3.7950000762939453	635.0
3.828000068664551	716.0
3.8610000610351562	790.0
3.8940000534057617	797.0
3.927000045776367	817.0
3.9600000381469727	875.0
3.993000030517578	742.0
4.026000022888184	764.0
4.059000015258789	758.0
4.0920000076293945	761.0
4.125	688.0
4.1579999923706055	754.0
4.190999984741211	731.0
4.223999977111816	709.0
4.256999969482422	850.0
4.289999961853027	872.0
4.322999954223633	835.0
4.355999946594238	877.0
4.388999938964844	821.0
4.421999931335449	755.0
4.454999923706055	726.0
4.48799991607666	554.0
4.520999908447266	537.0
4.553999900817871	472.0
4.586999893188477	485.0
4.619999885559082	552.0
4.6529998779296875	496.0
4.685999870300293	511.0
4.718999862670898	486.0
4.751999855041504	457.0
4.784999847412109	372.0
4.817999839782715	249.0
4.85099983215332	191.0
4.883999824523926	112.0
4.916999816894531	36.0
4.949999809265137	10.0
4.982999801635742	3.0
5.015999794006348	0.0
